Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
6324,US-2021-109820,20/11/2021,22/11/2021,First Class,AG-10390,Allen Goldenen,Replacement,United States,Cincinnati,Ohio,45231,East,OFF-BI-10003460,Third Party,Binders,2.628,2,0.7,-1.9272
6325,US-2021-110772,20/11/2021,24/11/2021,Second Class,NZ-18565,Nick Zandusky,Other,United States,Columbus,Ohio,43229,East,OFF-FA-10002983,Third Party,Fasteners,19.096,7,0.2,6.6836
6326,US-2021-114104,20/11/2021,24/11/2021,Standard Class,NP-18670,Nora Paige,Replacement,United States,Edmond,Oklahoma,73034,Central,OFF-LA-10002475,Third Party,Labels,14.62,2,0,6.8714
6327,US-2021-110772,20/11/2021,24/11/2021,Second Class,NZ-18565,Nick Zandusky,Other,United States,Columbus,Ohio,43229,East,OFF-LA-10004689,Third Party,Labels,18.496,8,0.2,6.2424
6328,US-2021-100041,20/11/2021,25/11/2021,Standard Class,BF-10975,Barbara Fisher,Servicing,United States,Columbus,Indiana,47201,Central,OFF-PA-10000418,Third Party,Paper,314.55,3,0,150.984
6329,US-2021-109820,20/11/2021,22/11/2021,First Class,AG-10390,Allen Goldenen,Replacement,United States,Cincinnati,Ohio,45231,East,OFF-PA-10000955,Third Party,Paper,15.696,3,0.2,5.1012
6330,US-2021-100041,20/11/2021,25/11/2021,Standard Class,BF-10975,Barbara Fisher,Servicing,United States,Columbus,Indiana,47201,Central,OFF-PA-10001622,Third Party,Paper,9.08,2,0,4.086
6331,US-2021-113845,20/11/2021,25/11/2021,Standard Class,FA-14230,Frank Atkinson,Servicing,United States,Orlando,Florida,32839,South,OFF-ST-10003327,Third Party,Storage,39.72,5,0.2,4.4685
6332,US-2021-110772,20/11/2021,24/11/2021,Second Class,NZ-18565,Nick Zandusky,Other,United States,Columbus,Ohio,43229,East,TEC-AC-10002001,Pre Book,Accessories,255.984,2,0.2,54.3966
6333,US-2021-142615,20/11/2021,24/11/2021,Standard Class,BM-11575,Brendan Murry,Servicing,United States,Montebello,California,90640,West,TEC-AC-10004803,Pre Book,Accessories,27.88,2,0,3.9032
6334,US-2021-127971,20/11/2021,27/11/2021,Standard Class,DW-13195,David Wiener,Servicing,United States,Houston,Texas,77095,Central,TEC-PH-10003095,Pre Book,Phones,122.92,7,0.2,46.095
6335,US-2021-113845,20/11/2021,25/11/2021,Standard Class,FA-14230,Frank Atkinson,Servicing,United States,Orlando,Florida,32839,South,TEC-PH-10003357,Pre Book,Phones,244.768,4,0.2,24.4768
6336,US-2021-114104,20/11/2021,24/11/2021,Standard Class,NP-18670,Nora Paige,Replacement,United States,Edmond,Oklahoma,73034,Central,TEC-PH-10004536,Pre Book,Phones,944.93,7,0,236.2325
6337,US-2021-107790,20/11/2021,24/11/2021,Standard Class,EH-13990,Erica Hackney,Replacement,United States,Houston,Texas,77041,Central,TEC-PH-10004539,Pre Book,Phones,151.192,1,0.2,13.2293
6338,US-2021-113425,21/11/2021,21/11/2021,Same Day,JK-16120,Julie Kriz,Other,United States,New York City,New York,10009,East,FUR-BO-10002598,Direct Sale,Bookcases,113.568,2,0.2,12.7764
6339,US-2021-140018,21/11/2021,26/11/2021,Standard Class,CK-12205,Chloris Kastensmidt,Replacement,United States,Columbus,Ohio,43229,East,FUR-CH-10003817,Direct Sale,Chairs,127.554,3,0.3,-9.111
6340,US-2021-114293,21/11/2021,26/11/2021,Standard Class,JH-16180,Justin Hirsh,Replacement,United States,Gresham,Oregon,97030,West,FUR-CH-10003833,Direct Sale,Chairs,195.136,4,0.2,-12.196
6341,US-2021-140018,21/11/2021,26/11/2021,Standard Class,CK-12205,Chloris Kastensmidt,Replacement,United States,Columbus,Ohio,43229,East,FUR-FU-10001876,Direct Sale,Furnishings,77.952,3,0.2,15.5904
6342,US-2021-114895,21/11/2021,28/11/2021,Standard Class,MV-18190,Mike Vittorini,Replacement,United States,New York City,New York,10035,East,OFF-PA-10000232,Third Party,Paper,12.96,2,0,6.3504
6343,US-2021-146157,21/11/2021,26/11/2021,Standard Class,RD-19720,Roger Demir,Replacement,United States,Chicago,Illinois,60610,Central,OFF-PA-10001790,Third Party,Paper,38.432,1,0.2,13.4512
6344,US-2021-114482,21/11/2021,25/11/2021,Second Class,DM-13345,Denise Monton,Servicing,United States,Des Moines,Iowa,50315,Central,OFF-PA-10003845,Third Party,Paper,40.46,7,0,19.8254
6345,US-2021-152646,21/11/2021,26/11/2021,Standard Class,TH-21235,Tiffany House,Servicing,United States,Los Angeles,California,90049,West,OFF-PA-10004451,Third Party,Paper,32.4,5,0,15.552
6346,US-2021-146157,21/11/2021,26/11/2021,Standard Class,RD-19720,Roger Demir,Replacement,United States,Chicago,Illinois,60610,Central,OFF-ST-10001590,Third Party,Storage,21.568,2,0.2,1.6176
6347,US-2021-146157,21/11/2021,26/11/2021,Standard Class,RD-19720,Roger Demir,Replacement,United States,Chicago,Illinois,60610,Central,TEC-AC-10003657,Pre Book,Accessories,81.576,3,0.2,2.0394
6348,US-2021-140018,21/11/2021,26/11/2021,Standard Class,CK-12205,Chloris Kastensmidt,Replacement,United States,Columbus,Ohio,43229,East,TEC-MA-10000752,Pre Book,Machines,30.345,7,0.7,-24.276
6349,US-2021-114482,21/11/2021,25/11/2021,Second Class,DM-13345,Denise Monton,Servicing,United States,Des Moines,Iowa,50315,Central,TEC-PH-10001580,Pre Book,Phones,404.94,3,0,109.3338
6350,US-2021-154711,22/11/2021,26/11/2021,Standard Class,TB-21355,Todd Boyes,Servicing,United States,New York City,New York,10009,East,FUR-FU-10000397,Direct Sale,Furnishings,39.88,2,0,11.1664
6351,US-2021-154711,22/11/2021,26/11/2021,Standard Class,TB-21355,Todd Boyes,Servicing,United States,New York City,New York,10009,East,OFF-AR-10001860,Third Party,Art,20.82,3,0,7.4952
6352,US-2021-132577,22/11/2021,27/11/2021,Standard Class,JE-15475,Jeremy Ellison,Replacement,United States,Houston,Texas,77095,Central,OFF-AR-10003481,Third Party,Art,23.616,9,0.2,2.6568
6353,US-2021-154711,22/11/2021,26/11/2021,Standard Class,TB-21355,Todd Boyes,Servicing,United States,New York City,New York,10009,East,OFF-BI-10000605,Third Party,Binders,12.192,4,0.2,4.1148
6354,US-2021-164945,22/11/2021,27/11/2021,Standard Class,CA-12055,Cathy Armstrong,Other,United States,New York City,New York,10009,East,OFF-BI-10001524,Third Party,Binders,134.272,8,0.2,46.9952
6355,US-2021-131576,22/11/2021,26/11/2021,Standard Class,RD-19585,Rob Dowd,Replacement,United States,Detroit,Michigan,48205,Central,OFF-BI-10002852,Third Party,Binders,49.44,3,0,24.2256
6356,US-2021-132577,22/11/2021,27/11/2021,Standard Class,JE-15475,Jeremy Ellison,Replacement,United States,Houston,Texas,77095,Central,OFF-BI-10003196,Third Party,Binders,4.488,6,0.8,-6.732
6357,US-2021-132577,22/11/2021,27/11/2021,Standard Class,JE-15475,Jeremy Ellison,Replacement,United States,Houston,Texas,77095,Central,OFF-BI-10004040,Third Party,Binders,6.216,6,0.8,-9.6348
6358,US-2021-132577,22/11/2021,27/11/2021,Standard Class,JE-15475,Jeremy Ellison,Replacement,United States,Houston,Texas,77095,Central,OFF-LA-10000262,Third Party,Labels,2.088,1,0.2,0.6786
6359,US-2021-132577,22/11/2021,27/11/2021,Standard Class,JE-15475,Jeremy Ellison,Replacement,United States,Houston,Texas,77095,Central,TEC-AC-10000387,Pre Book,Accessories,24.032,2,0.2,-0.6008
6360,US-2021-160129,23/11/2021,23/11/2021,Same Day,LS-17200,Luke Schmidt,Servicing,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002088,Direct Sale,Furnishings,14.368,2,0.2,3.9512
6361,US-2021-160129,23/11/2021,23/11/2021,Same Day,LS-17200,Luke Schmidt,Servicing,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10003976,Direct Sale,Furnishings,70.448,7,0.2,12.3284
6362,US-2021-160129,23/11/2021,23/11/2021,Same Day,LS-17200,Luke Schmidt,Servicing,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002763,Third Party,Fasteners,15.8,5,0.2,2.37
6363,US-2021-123533,24/11/2021,30/11/2021,Standard Class,SC-20050,Sample Company A,Other,United States,Hialeah,Florida,33012,South,FUR-BO-10001619,Direct Sale,Bookcases,339.92,5,0.2,8.498
6364,US-2021-163881,24/11/2021,30/11/2021,Standard Class,SP-20860,Sung Pak,Servicing,United States,Los Angeles,California,90036,West,FUR-CH-10001394,Direct Sale,Chairs,1684.752,6,0.2,210.594
6365,US-2021-100468,24/11/2021,01/12/2021,Standard Class,AT-10435,Alyssa Tate,Other,United States,Los Angeles,California,90045,West,FUR-FU-10000010,Direct Sale,Furnishings,9.94,2,0,3.0814
6366,US-2021-123806,24/11/2021,27/11/2021,Second Class,LA-16780,Laura Armstrong,Servicing,United States,Baltimore,Maryland,21215,East,FUR-FU-10000965,Direct Sale,Furnishings,207.76,4,0,85.1816
6367,US-2021-113726,24/11/2021,01/12/2021,Standard Class,SC-20680,Steve Carroll,Other,United States,Seattle,Washington,98105,West,FUR-FU-10003535,Direct Sale,Furnishings,82.26,3,0,33.7266
6368,US-2021-123533,24/11/2021,30/11/2021,Standard Class,SC-20050,Sample Company A,Other,United States,Hialeah,Florida,33012,South,OFF-AP-10002765,Third Party,Appliances,42.384,2,0.2,4.2384
6369,US-2021-128531,24/11/2021,26/11/2021,Second Class,NS-18505,Neola Schneider,Replacement,United States,Dallas,Texas,75217,Central,OFF-AR-10003405,Third Party,Art,14.04,3,0.2,1.5795
6370,US-2021-124485,24/11/2021,26/11/2021,First Class,NC-18340,Nat Carroll,Replacement,United States,New York City,New York,10035,East,OFF-BI-10000822,Third Party,Binders,17.216,4,0.2,6.0256
6371,US-2021-163573,24/11/2021,27/11/2021,First Class,AC-10450,Amy Cox,Replacement,United States,Seattle,Washington,98105,West,OFF-BI-10004632,Third Party,Binders,1219.96,5,0.2,381.2375
6372,US-2021-125661,24/11/2021,26/11/2021,First Class,CA-12055,Cathy Armstrong,Other,United States,Cleveland,Ohio,44105,East,OFF-EN-10001532,Third Party,Envelopes,40.752,3,0.2,15.282
6373,US-2021-105284,24/11/2021,01/12/2021,Standard Class,MG-17650,Matthew Grinstein,Other,United States,Philadelphia,Pennsylvania,19143,East,OFF-FA-10001754,Third Party,Fasteners,4.416,3,0.2,1.6008
6374,US-2021-128531,24/11/2021,26/11/2021,Second Class,NS-18505,Neola Schneider,Replacement,United States,Dallas,Texas,75217,Central,OFF-FA-10002676,Third Party,Fasteners,4.344,3,0.2,0.8688
6375,US-2021-128531,24/11/2021,26/11/2021,Second Class,NS-18505,Neola Schneider,Replacement,United States,Dallas,Texas,75217,Central,OFF-PA-10000167,Third Party,Paper,74.352,3,0.2,23.235
6376,US-2021-100083,24/11/2021,29/11/2021,Standard Class,CD-11980,Carol Darley,Replacement,United States,Medford,Oregon,97504,West,OFF-PA-10000241,Third Party,Paper,24.784,1,0.2,7.745
6377,US-2021-123533,24/11/2021,30/11/2021,Standard Class,SC-20050,Sample Company A,Other,United States,Hialeah,Florida,33012,South,OFF-PA-10001609,Third Party,Paper,10.528,4,0.2,3.4216
6378,US-2021-124485,24/11/2021,26/11/2021,First Class,NC-18340,Nat Carroll,Replacement,United States,New York City,New York,10035,East,OFF-PA-10004888,Third Party,Paper,6.48,1,0,3.1104
6379,US-2021-124485,24/11/2021,26/11/2021,First Class,NC-18340,Nat Carroll,Replacement,United States,New York City,New York,10035,East,OFF-PA-10004971,Third Party,Paper,11.56,2,0,5.6644
6380,US-2021-128531,24/11/2021,26/11/2021,Second Class,NS-18505,Neola Schneider,Replacement,United States,Dallas,Texas,75217,Central,OFF-ST-10001325,Third Party,Storage,41.92,5,0.2,3.668
6381,US-2021-165561,24/11/2021,28/11/2021,Standard Class,CR-12580,Clay Rozendal,Other,United States,Bellevue,Washington,98006,West,OFF-SU-10004782,Third Party,Supplies,25.35,3,0,7.605
6382,US-2021-163881,24/11/2021,30/11/2021,Standard Class,SP-20860,Sung Pak,Servicing,United States,Los Angeles,California,90036,West,TEC-AC-10000420,Pre Book,Accessories,559.92,8,0,190.3728
6383,US-2021-128531,24/11/2021,26/11/2021,Second Class,NS-18505,Neola Schneider,Replacement,United States,Dallas,Texas,75217,Central,TEC-AC-10002049,Pre Book,Accessories,297.576,3,0.2,-7.4394
6384,US-2021-124485,24/11/2021,26/11/2021,First Class,NC-18340,Nat Carroll,Replacement,United States,New York City,New York,10035,East,TEC-AC-10002323,Pre Book,Accessories,88.4,4,0,11.492
6385,US-2021-128531,24/11/2021,26/11/2021,Second Class,NS-18505,Neola Schneider,Replacement,United States,Dallas,Texas,75217,Central,TEC-AC-10003023,Pre Book,Accessories,94.992,2,0.2,-2.3748
6386,US-2021-163881,24/11/2021,30/11/2021,Standard Class,SP-20860,Sung Pak,Servicing,United States,Los Angeles,California,90036,West,TEC-AC-10003033,Pre Book,Accessories,659.9,2,0,217.767
6387,US-2021-125661,24/11/2021,26/11/2021,First Class,CA-12055,Cathy Armstrong,Other,United States,Cleveland,Ohio,44105,East,TEC-AC-10004855,Pre Book,Accessories,139.96,5,0.2,-22.7435
6388,US-2021-100468,24/11/2021,01/12/2021,Standard Class,AT-10435,Alyssa Tate,Other,United States,Los Angeles,California,90045,West,TEC-PH-10001300,Pre Book,Phones,33.52,2,0.2,3.352
6389,US-2021-132731,24/11/2021,28/11/2021,Standard Class,GA-14515,George Ashbrook,Replacement,United States,Dallas,Texas,75081,Central,TEC-PH-10004120,Pre Book,Phones,657.552,6,0.2,49.3164
6390,US-2021-113341,25/11/2021,29/11/2021,Standard Class,MH-17455,Mark Hamilton,Replacement,United States,Los Angeles,California,90032,West,FUR-CH-10004698,Direct Sale,Chairs,194.352,3,0.2,19.4352
6391,US-2021-169838,25/11/2021,29/11/2021,Standard Class,BB-11545,Brenda Bowman,Servicing,United States,Jackson,Michigan,49201,Central,FUR-TA-10001095,Direct Sale,Tables,1568.61,9,0,329.4081
6392,US-2021-108196,25/11/2021,02/12/2021,Standard Class,CS-12505,Cindy Stewart,Replacement,United States,Lancaster,Ohio,43130,East,OFF-BI-10000545,Third Party,Binders,456.588,2,0.7,-304.392
6393,US-2021-169838,25/11/2021,29/11/2021,Standard Class,BB-11545,Brenda Bowman,Servicing,United States,Jackson,Michigan,49201,Central,OFF-BI-10004002,Third Party,Binders,17.3,1,0,8.304
6394,US-2021-165470,25/11/2021,30/11/2021,Standard Class,HJ-14875,Heather Jas,Other,United States,Jacksonville,Florida,32216,South,OFF-PA-10004675,Third Party,Paper,5.08,1,0.2,1.651
6395,US-2021-160535,25/11/2021,30/11/2021,Standard Class,BP-11050,Barry Pond,Servicing,United States,Plainfield,New Jersey,07060,East,OFF-ST-10000689,Third Party,Storage,563.4,4,0,67.608
6396,US-2021-132549,25/11/2021,30/11/2021,Standard Class,JK-15370,Jay Kimmel,Replacement,United States,Huntsville,Alabama,35810,South,OFF-ST-10001325,Third Party,Storage,73.36,7,0,19.8072
6397,US-2021-108196,25/11/2021,02/12/2021,Standard Class,CS-12505,Cindy Stewart,Replacement,United States,Lancaster,Ohio,43130,East,TEC-AC-10000926,Pre Book,Accessories,59.976,3,0.2,11.9952
6398,US-2021-169838,25/11/2021,29/11/2021,Standard Class,BB-11545,Brenda Bowman,Servicing,United States,Jackson,Michigan,49201,Central,TEC-AC-10004518,Pre Book,Accessories,160,8,0,62.4
6399,US-2021-108196,25/11/2021,02/12/2021,Standard Class,CS-12505,Cindy Stewart,Replacement,United States,Lancaster,Ohio,43130,East,TEC-MA-10000418,Pre Book,Machines,4499.985,5,0.7,-6599.978
6400,US-2021-160535,25/11/2021,30/11/2021,Standard Class,BP-11050,Barry Pond,Servicing,United States,Plainfield,New Jersey,07060,East,TEC-MA-10004255,Pre Book,Machines,319.92,8,0,118.3704
6401,US-2021-119298,25/11/2021,28/11/2021,First Class,EP-13915,Emily Phan,Replacement,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10002564,Pre Book,Phones,59.98,2,0,17.994
6402,US-2021-107104,26/11/2021,30/11/2021,Standard Class,MS-17365,Maribeth Schnelling,Replacement,United States,Los Angeles,California,90045,West,FUR-BO-10002213,Direct Sale,Bookcases,3406.664,8,0.15,160.3136
6403,US-2021-107104,26/11/2021,30/11/2021,Standard Class,MS-17365,Maribeth Schnelling,Replacement,United States,Los Angeles,California,90045,West,FUR-FU-10002937,Direct Sale,Furnishings,595.38,6,0,297.69
6404,US-2021-130288,26/11/2021,30/11/2021,Second Class,DK-13225,Dean Katz,Servicing,United States,New York City,New York,10011,East,FUR-TA-10002958,Direct Sale,Tables,313.176,2,0.4,-120.0508
6405,US-2021-107104,26/11/2021,30/11/2021,Standard Class,MS-17365,Maribeth Schnelling,Replacement,United States,Los Angeles,California,90045,West,OFF-AP-10000055,Third Party,Appliances,64.96,2,0,19.488
6406,US-2021-106915,26/11/2021,02/12/2021,Standard Class,GA-14515,George Ashbrook,Replacement,United States,El Paso,Texas,79907,Central,OFF-AR-10000716,Third Party,Art,17.856,4,0.2,4.2408
6407,US-2021-107104,26/11/2021,30/11/2021,Standard Class,MS-17365,Maribeth Schnelling,Replacement,United States,Los Angeles,California,90045,West,OFF-AR-10004269,Third Party,Art,37.17,9,0,10.4076
6408,US-2021-158309,26/11/2021,29/11/2021,First Class,PA-19060,Pete Armstrong,Other,United States,Miami,Florida,33142,South,OFF-BI-10000145,Third Party,Binders,3.744,4,0.7,-2.6208
6409,US-2021-133711,26/11/2021,29/11/2021,First Class,MC-17425,Mark Cousins,Servicing,United States,Mobile,Alabama,36608,South,OFF-BI-10000666,Third Party,Binders,91.68,3,0,45.84
6410,US-2021-129693,26/11/2021,02/12/2021,Standard Class,TC-20980,Tamara Chand,Servicing,United States,Seattle,Washington,98105,West,OFF-BI-10002954,Third Party,Binders,7.312,2,0.2,2.5592
6411,US-2021-158288,26/11/2021,28/11/2021,Second Class,EH-13945,Eric Hoffmann,Replacement,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003364,Third Party,Binders,78.759,9,0.7,-57.7566
6412,US-2021-133711,26/11/2021,29/11/2021,First Class,MC-17425,Mark Cousins,Servicing,United States,Mobile,Alabama,36608,South,OFF-BI-10004352,Third Party,Binders,33.75,5,0,16.875
6413,US-2021-133711,26/11/2021,29/11/2021,First Class,MC-17425,Mark Cousins,Servicing,United States,Mobile,Alabama,36608,South,OFF-PA-10001685,Third Party,Paper,70.98,7,0,34.7802
6414,US-2021-145135,26/11/2021,28/11/2021,First Class,CD-12790,Cynthia Delaney,Other,United States,Shelton,Connecticut,06484,East,OFF-PA-10004285,Third Party,Paper,13.36,2,0,6.4128
6415,US-2021-145135,26/11/2021,28/11/2021,First Class,CD-12790,Cynthia Delaney,Other,United States,Shelton,Connecticut,06484,East,TEC-AC-10003447,Pre Book,Accessories,59.97,3,0,14.9925
6416,US-2021-133711,26/11/2021,29/11/2021,First Class,MC-17425,Mark Cousins,Servicing,United States,Mobile,Alabama,36608,South,TEC-MA-10000010,Pre Book,Machines,3040,8,0,1459.2
6417,US-2021-126893,26/11/2021,01/12/2021,Standard Class,CT-11995,Carol Triggs,Replacement,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004165,Pre Book,Phones,494.982,3,0.4,-115.4958
6418,US-2021-159639,27/11/2021,02/12/2021,Standard Class,PC-18745,Pamela Coakley,Servicing,United States,Westfield,New Jersey,07090,East,FUR-FU-10001889,Direct Sale,Furnishings,31.56,3,0,10.4148
6419,US-2021-104276,27/11/2021,03/12/2021,Standard Class,HF-14995,Herbert Flentye,Replacement,United States,Fort Lauderdale,Florida,33311,South,FUR-TA-10001039,Direct Sale,Tables,331.023,7,0.45,-114.3534
6420,US-2021-162313,27/11/2021,30/11/2021,First Class,VB-21745,Victoria Brennan,Servicing,United States,Lincoln Park,Michigan,48146,Central,OFF-AP-10003842,Third Party,Appliances,167.292,6,0.1,29.7408
6421,US-2021-117583,27/11/2021,30/11/2021,First Class,CB-12025,Cassandra Brandow,Replacement,United States,East Orange,New Jersey,07017,East,OFF-AR-10000658,Third Party,Art,34.65,3,0,9.702
6422,US-2021-144911,27/11/2021,30/11/2021,First Class,RW-19630,Rob Williams,Servicing,United States,Overland Park,Kansas,66212,Central,OFF-BI-10000977,Third Party,Binders,152,5,0,69.92
6423,US-2021-117583,27/11/2021,30/11/2021,First Class,CB-12025,Cassandra Brandow,Replacement,United States,East Orange,New Jersey,07017,East,OFF-BI-10004233,Third Party,Binders,79.95,5,0,38.376
6424,US-2021-117583,27/11/2021,30/11/2021,First Class,CB-12025,Cassandra Brandow,Replacement,United States,East Orange,New Jersey,07017,East,OFF-PA-10000100,Third Party,Paper,204.95,5,0,100.4255
6425,US-2021-117583,27/11/2021,30/11/2021,First Class,CB-12025,Cassandra Brandow,Replacement,United States,East Orange,New Jersey,07017,East,OFF-PA-10001246,Third Party,Paper,25.92,4,0,12.4416
6426,US-2021-114230,27/11/2021,01/12/2021,Standard Class,CM-12235,Chris McAfee,Replacement,United States,Phoenix,Arizona,85023,West,OFF-ST-10000876,Third Party,Storage,39.808,4,0.2,3.9808
6427,US-2021-129686,27/11/2021,29/11/2021,Second Class,GG-14650,Greg Guthrie,Servicing,United States,Chicago,Illinois,60623,Central,OFF-ST-10004337,Third Party,Storage,97.984,2,0.2,-24.496
6428,US-2021-129686,27/11/2021,29/11/2021,Second Class,GG-14650,Greg Guthrie,Servicing,United States,Chicago,Illinois,60623,Central,TEC-AC-10001266,Pre Book,Accessories,62.4,6,0.2,19.5
6429,US-2021-144911,27/11/2021,30/11/2021,First Class,RW-19630,Rob Williams,Servicing,United States,Overland Park,Kansas,66212,Central,TEC-AC-10004633,Pre Book,Accessories,34.95,5,0,15.378
6430,US-2021-104276,27/11/2021,03/12/2021,Standard Class,HF-14995,Herbert Flentye,Replacement,United States,Fort Lauderdale,Florida,33311,South,TEC-PH-10001944,Pre Book,Phones,116.76,1,0.2,14.595
6431,US-2021-152121,27/11/2021,29/11/2021,Second Class,CC-12670,Craig Carreira,Replacement,United States,Scottsdale,Arizona,85254,West,TEC-PH-10002483,Pre Book,Phones,271.992,1,0.2,23.7993
6432,US-2021-127243,28/11/2021,04/12/2021,Standard Class,DS-13180,David Smith,Servicing,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10002647,Direct Sale,Chairs,347.802,7,0.3,-24.843
6433,US-2021-163167,28/11/2021,01/12/2021,Second Class,RF-19345,Randy Ferguson,Servicing,United States,Marietta,Georgia,30062,South,FUR-CH-10004477,Direct Sale,Chairs,182.67,3,0,52.9743
6434,US-2021-105018,28/11/2021,02/12/2021,Standard Class,SK-19990,Sally Knutson,Replacement,United States,Fairfield,Connecticut,06824,East,OFF-BI-10001890,Third Party,Binders,7.16,2,0,3.4368
6435,US-2021-123617,28/11/2021,03/12/2021,Standard Class,AJ-10780,Anthony Jacobs,Servicing,United States,Palm Coast,Florida,32137,South,OFF-BI-10002976,Third Party,Binders,7.434,6,0.7,-5.6994
6436,US-2021-127243,28/11/2021,04/12/2021,Standard Class,DS-13180,David Smith,Servicing,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003166,Third Party,Binders,6.888,2,0.7,-5.0512
6437,US-2021-127243,28/11/2021,04/12/2021,Standard Class,DS-13180,David Smith,Servicing,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10004076,Third Party,Fasteners,12.672,8,0.2,2.6928
6438,US-2021-127243,28/11/2021,04/12/2021,Standard Class,DS-13180,David Smith,Servicing,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10002301,Third Party,Storage,32.544,2,0.2,-7.7292
6439,US-2021-163167,28/11/2021,01/12/2021,Second Class,RF-19345,Randy Ferguson,Servicing,United States,Marietta,Georgia,30062,South,OFF-ST-10003805,Third Party,Storage,1263.3,6,0,315.825
6440,US-2021-163167,28/11/2021,01/12/2021,Second Class,RF-19345,Randy Ferguson,Servicing,United States,Marietta,Georgia,30062,South,OFF-ST-10004459,Third Party,Storage,1126.02,3,0,56.301
6441,US-2021-163167,28/11/2021,01/12/2021,Second Class,RF-19345,Randy Ferguson,Servicing,United States,Marietta,Georgia,30062,South,TEC-AC-10003441,Pre Book,Accessories,101.7,6,0,6.102
6442,US-2021-127243,28/11/2021,04/12/2021,Standard Class,DS-13180,David Smith,Servicing,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004539,Pre Book,Phones,340.182,3,0.4,-73.7061
6443,US-2021-160241,29/11/2021,04/12/2021,Second Class,DR-12940,Daniel Raglin,Other,United States,Aurora,Illinois,60505,Central,FUR-FU-10003806,Direct Sale,Furnishings,242.176,4,0.6,-302.72
6444,US-2021-131674,29/11/2021,01/12/2021,Second Class,NC-18535,Nick Crebassa,Servicing,United States,Dallas,Texas,75217,Central,TEC-AC-10004864,Pre Book,Accessories,58.416,2,0.2,16.7946
6445,US-2021-156748,30/11/2021,06/12/2021,Standard Class,BS-11755,Bruce Stewart,Replacement,United States,Detroit,Michigan,48227,Central,FUR-CH-10000513,Direct Sale,Chairs,389.97,3,0,35.0973
6446,US-2021-156748,30/11/2021,06/12/2021,Standard Class,BS-11755,Bruce Stewart,Replacement,United States,Detroit,Michigan,48227,Central,OFF-PA-10000380,Third Party,Paper,33.36,4,0,16.68
6447,US-2021-156748,30/11/2021,06/12/2021,Standard Class,BS-11755,Bruce Stewart,Replacement,United States,Detroit,Michigan,48227,Central,OFF-PA-10002713,Third Party,Paper,13.76,2,0,6.3296
6448,US-2021-156748,30/11/2021,06/12/2021,Standard Class,BS-11755,Bruce Stewart,Replacement,United States,Detroit,Michigan,48227,Central,OFF-ST-10001370,Third Party,Storage,496.86,7,0,24.843
6449,US-2021-134761,30/11/2021,30/11/2021,Same Day,DB-13210,Dean Braden,Replacement,United States,Hickory,North Carolina,28601,South,TEC-PH-10002890,Pre Book,Phones,36.192,1,0.2,2.7144
6450,US-2021-113621,01/12/2021,05/12/2021,Standard Class,JE-15745,Joel Eaton,Replacement,United States,Rockville,Maryland,20852,East,FUR-CH-10001270,Direct Sale,Chairs,172.5,2,0,51.75
6451,US-2021-130393,01/12/2021,03/12/2021,Second Class,JM-15865,John Murray,Replacement,United States,San Angelo,Texas,76903,Central,FUR-CH-10002647,Direct Sale,Chairs,248.43,5,0.3,-17.745
6452,US-2021-130393,01/12/2021,03/12/2021,Second Class,JM-15865,John Murray,Replacement,United States,San Angelo,Texas,76903,Central,FUR-CH-10004477,Direct Sale,Chairs,85.246,2,0.3,-1.2178
6453,US-2021-157336,01/12/2021,05/12/2021,Second Class,SJ-20500,Shirley Jackson,Replacement,United States,Fairfield,Connecticut,06824,East,FUR-CH-10004997,Direct Sale,Chairs,751.92,4,0,150.384
6454,US-2021-155768,01/12/2021,01/12/2021,Same Day,LB-16795,Laurel Beltran,Other,United States,Oxnard,California,93030,West,FUR-FU-10000448,Direct Sale,Furnishings,31.96,2,0,1.598
6455,US-2021-136434,01/12/2021,07/12/2021,Standard Class,RD-19480,Rick Duston,Replacement,United States,Richmond,Indiana,47374,Central,FUR-FU-10001196,Direct Sale,Furnishings,17.31,3,0,5.193
6456,US-2021-142594,01/12/2021,06/12/2021,Second Class,EJ-14155,Eva Jacobs,Replacement,United States,Franklin,Massachusetts,02038,East,FUR-FU-10002045,Direct Sale,Furnishings,111.15,5,0,48.906
6457,US-2021-150035,01/12/2021,05/12/2021,Standard Class,CL-11890,Carl Ludwig,Replacement,United States,San Francisco,California,94122,West,FUR-FU-10003724,Direct Sale,Furnishings,16.74,2,0,4.3524
